"Time (s)","Pressure (hPa)"
1.277184968E2,1.017759521E3
1.278184968E2,1.017764648E3
1.279184968E2,1.017756836E3
1.280184968E2,1.017742676E3
1.281184968E2,1.017742676E3
1.282184968E2,1.017747070E3
1.283184968E2,1.017776367E3
1.284184968E2,1.017776367E3
1.285184968E2,1.017762695E3
1.286184968E2,1.017743164E3
1.287184968E2,1.017743164E3
1.288184968E2,1.017738281E3
1.289184968E2,1.017760986E3
1.290184968E2,1.017760986E3
1.291184968E2,1.017785645E3
1.292184968E2,1.017787354E3
1.293184968E2,1.017787354E3
1.294184968E2,1.017791016E3
1.295184968E2,1.017788574E3
1.296184968E2,1.017788574E3
1.297184968E2,1.017770996E3
1.298184968E2,1.017777344E3
1.299184968E2,1.017777344E3
1.300184970E2,1.017785889E3
1.301184970E2,1.017801270E3
1.302184970E2,1.017801025E3
1.303184970E2,1.017801758E3
1.304184970E2,1.017776367E3
1.305184970E2,1.017772461E3
1.306184970E2,1.017771240E3
1.307184970E2,1.017773438E3
1.308184970E2,1.017743408E3
1.309184970E2,1.017746826E3
1.310184970E2,1.017754395E3
1.311184970E2,1.017749268E3
1.312184970E2,1.017733643E3
1.313184970E2,1.017736084E3
1.314184970E2,1.017737061E3
1.315184970E2,1.017733154E3
1.316184970E2,1.017747559E3
1.317184970E2,1.017724854E3
1.318184970E2,1.017725098E3
1.319184970E2,1.017720459E3
1.320184970E2,1.017721191E3
1.321184970E2,1.017724365E3
1.322184970E2,1.017717529E3
1.323184970E2,1.017697510E3
1.324184970E2,1.017691406E3
1.325184970E2,1.017688232E3
1.326184970E2,1.017679443E3
1.327184970E2,1.017682373E3
1.328184970E2,1.017683594E3
1.329184970E2,1.017665283E3
1.330184968E2,1.017659912E3
1.331184968E2,1.017638916E3
1.332184968E2,1.017638916E3
1.333184968E2,1.017638184E3
1.334184968E2,1.017651855E3
1.335184968E2,1.017651855E3
1.336184968E2,1.017672119E3
1.337184968E2,1.017629150E3
1.338184968E2,1.017629150E3
1.339184968E2,1.017619629E3
1.340184968E2,1.017631592E3
1.341184968E2,1.017631592E3
1.342184968E2,1.017617676E3
1.343184968E2,1.017598389E3
1.344184968E2,1.017598389E3
1.345184968E2,1.017607178E3
1.346184968E2,1.017610107E3
1.347184968E2,1.017610107E3
1.348184968E2,1.017598877E3
1.349184968E2,1.017599365E3
1.350184968E2,1.017599365E3
1.351184968E2,1.017574707E3
1.352184968E2,1.017557129E3
1.353184968E2,1.017552490E3
1.354184968E2,1.017547363E3
1.355184968E2,1.017537354E3
1.356184968E2,1.017565674E3
1.357184968E2,1.017564209E3
1.358184968E2,1.017575439E3
1.359184968E2,1.017545898E3
1.360184968E2,1.017557129E3
1.361184968E2,1.017554932E3
1.362184968E2,1.017569580E3
1.363184968E2,1.017566650E3
1.364184968E2,1.017582031E3
1.365184968E2,1.017583984E3
1.366184968E2,1.017578369E3
1.367184968E2,1.017558105E3
1.368184968E2,1.017566162E3
1.369184968E2,1.017557617E3
1.370184964E2,1.017568115E3
1.371184964E2,1.017554443E3
1.372184964E2,1.017556885E3
1.373184964E2,1.017556152E3
1.374184964E2,1.017537842E3
1.375184964E2,1.017532227E3
1.376184964E2,1.017521973E3
1.377184964E2,1.017530029E3
1.378184964E2,1.017520996E3
1.379184964E2,1.017522949E3
1.380184964E2,1.017511719E3
1.381184964E2,1.017489014E3
1.382184964E2,1.017450439E3
1.383184964E2,1.017450439E3
1.384184964E2,1.017453857E3
1.385184964E2,1.017461670E3
1.386184964E2,1.017461670E3
1.387184964E2,1.017470947E3
1.388179309E2,1.017466797E3
1.389179309E2,1.017466797E3
1.390179309E2,1.017487793E3
1.391179309E2,1.017479004E3
1.392179309E2,1.017479004E3
1.393179309E2,1.017467773E3
1.394179309E2,1.017485107E3
1.395179309E2,1.017485107E3
1.396179309E2,1.017460205E3
1.397179309E2,1.017448730E3
1.398179309E2,1.017448730E3
1.399179309E2,1.017458008E3
1.400179314E2,1.017437500E3
1.401179314E2,1.017437500E3
1.402179314E2,1.017412354E3
1.403179314E2,1.017403320E3
1.404179314E2,1.017411133E3
1.405179314E2,1.017404297E3
1.406179314E2,1.017407227E3
1.407179314E2,1.017389160E3
1.408179314E2,1.017371826E3
1.409179314E2,1.017381348E3
1.410179314E2,1.017384033E3
1.411179314E2,1.017381104E3
1.412179314E2,1.017369141E3
1.413179314E2,1.017361816E3
1.414179314E2,1.017337891E3
1.415179314E2,1.017352539E3
1.416179314E2,1.017361084E3
1.417179314E2,1.017341309E3
1.418179314E2,1.017316650E3
1.419179314E2,1.017280029E3
1.420179314E2,1.017261475E3
1.421179314E2,1.017265381E3
1.422179314E2,1.017263672E3
1.423179314E2,1.017274414E3
1.424179314E2,1.017284180E3
1.425179314E2,1.017296143E3
1.426179314E2,1.017288818E3
1.427178980E2,1.017290771E3
1.428178647E2,1.017287598E3
1.429178314E2,1.017290771E3
1.430177982E2,1.017295654E3
1.431177649E2,1.017306152E3
1.432177315E2,1.017296143E3
1.433176982E2,1.017314941E3
1.434176649E2,1.017326416E3
1.435176317E2,1.017289062E3
1.436175983E2,1.017293457E3
1.437175650E2,1.017293457E3
1.438175317E2,1.017299316E3
1.439174983E2,1.017299561E3
1.440174651E2,1.017299561E3
1.441174318E2,1.017277832E3
1.442173985E2,1.017268066E3
1.443173651E2,1.017268066E3
1.444173318E2,1.017251953E3
1.445172986E2,1.017244873E3
1.446172653E2,1.017244873E3
1.447172319E2,1.017245361E3
1.448171986E2,1.017220947E3
1.449171653E2,1.017220947E3
1.450171321E2,1.017260498E3
1.451170987E2,1.017262207E3
1.452170654E2,1.017262207E3
1.453170321E2,1.017236084E3
1.454169987E2,1.017242432E3
1.455169656E2,1.017265381E3
1.456169322E2,1.017267334E3
1.457169322E2,1.017257080E3
1.458169322E2,1.017237549E3
1.459169322E2,1.017215576E3
1.460169322E2,1.017221191E3
1.461169322E2,1.017253418E3
1.462169322E2,1.017258545E3
1.463169322E2,1.017256348E3
1.464169322E2,1.017252197E3
1.465169323E2,1.017236084E3
1.466169323E2,1.017224365E3
1.467169323E2,1.017203125E3
1.468169323E2,1.017189941E3
1.469169323E2,1.017197998E3
1.470169323E2,1.017192871E3
1.471169323E2,1.017226074E3
1.472169323E2,1.017211426E3
1.473169323E2,1.017214355E3
1.474169323E2,1.017213623E3
1.475169323E2,1.017218262E3
1.476169323E2,1.017224365E3
1.477169323E2,1.017208740E3
1.478169323E2,1.017208740E3
1.479168990E2,1.017220703E3
1.480168654E2,1.017234619E3
1.481168321E2,1.017255127E3
1.482167987E2,1.017254150E3
1.483167654E2,1.017255615E3
1.484167321E2,1.017257324E3
1.485166984E2,1.017248291E3
1.486166651E2,1.017252930E3
1.487166318E2,1.017255859E3
1.488165984E2,1.017255859E3
1.489165651E2,1.017250244E3
1.490165314E2,1.017260254E3
1.491164981E2,1.017260254E3
1.492164648E2,1.017241699E3
1.493164314E2,1.017249268E3
1.494163981E2,1.017249268E3
1.495163645E2,1.017240234E3
1.496163311E2,1.017258545E3
1.497162978E2,1.017258545E3
1.498162645E2,1.017259521E3
1.499162311E2,1.017252441E3
1.500161975E2,1.017252441E3
1.501161642E2,1.017276367E3
1.502161308E2,1.017301270E3
1.503160975E2,1.017301270E3
1.504160642E2,1.017284668E3
1.505160305E2,1.017305176E3
1.506159972E2,1.017305176E3
1.507159639E2,1.017281250E3
1.508159305E2,1.017299805E3
1.509159305E2,1.017298340E3
1.510159305E2,1.017309570E3
1.511159305E2,1.017295410E3
1.512159305E2,1.017301514E3
1.513159305E2,1.017295898E3
1.514159305E2,1.017293701E3
1.515159305E2,1.017312988E3
1.516159305E2,1.017310547E3
1.517159305E2,1.017319824E3
1.518159305E2,1.017312012E3
1.519159305E2,1.017326904E3
1.520159305E2,1.017320312E3
1.521159305E2,1.017315430E3
1.522159305E2,1.017335205E3
1.523159305E2,1.017333008E3
1.524159305E2,1.017332275E3
1.525159305E2,1.017336670E3
1.526159305E2,1.017354980E3
1.527159305E2,1.017354736E3
1.528159305E2,1.017357422E3
1.529159305E2,1.017356934E3
1.530159305E2,1.017349854E3
1.531159305E2,1.017349365E3
1.532159305E2,1.017350586E3
1.533159305E2,1.017369629E3
1.534159305E2,1.017374023E3
1.535159305E2,1.017344727E3
1.536159305E2,1.017364258E3
1.537159305E2,1.017378418E3
1.538159305E2,1.017388672E3
1.539159305E2,1.017388672E3
1.540159305E2,1.017370361E3
1.541159305E2,1.017366455E3
1.542159305E2,1.017366455E3
1.543159305E2,1.017365723E3
1.544159305E2,1.017383057E3
1.545159305E2,1.017383057E3
1.546159305E2,1.017380127E3
1.547159305E2,1.017402344E3
1.548159305E2,1.017402344E3
1.549159305E2,1.017428223E3
1.550159305E2,1.017456543E3
1.551159305E2,1.017456543E3
1.552159305E2,1.017459961E3
1.553159305E2,1.017463867E3
1.554159305E2,1.017463867E3
1.555159305E2,1.017478760E3
1.556159305E2,1.017495850E3
1.557159305E2,1.017495850E3
1.558159305E2,1.017500000E3
1.559159305E2,1.017488281E3
1.560159305E2,1.017517334E3
1.561159305E2,1.017536133E3
1.562159305E2,1.017530029E3
1.563159305E2,1.017520508E3
1.564159305E2,1.017539551E3
1.565159305E2,1.017541504E3
1.566159305E2,1.017551758E3
1.567159305E2,1.017555176E3
1.568159305E2,1.017546875E3
1.569159305E2,1.017559570E3
1.570159305E2,1.017587158E3
1.571159305E2,1.017591553E3
1.572159305E2,1.017592285E3
1.573159305E2,1.017581055E3
1.574159305E2,1.017613037E3
1.575159305E2,1.017619629E3
1.576159305E2,1.017614014E3
1.577159305E2,1.017610596E3
1.578159305E2,1.017597412E3
1.579159305E2,1.017604736E3
1.580159305E2,1.017590332E3
1.581159305E2,1.017602783E3
1.582159305E2,1.017594971E3
1.583159305E2,1.017605225E3
1.584159305E2,1.017619873E3
1.585159305E2,1.017630859E3
1.586159305E2,1.017626465E3
1.587159305E2,1.017616455E3
1.588159305E2,1.017627930E3
1.589159305E2,1.017631592E3
1.590159305E2,1.017633301E3
1.591159305E2,1.017633789E3
1.592159305E2,1.017670654E3
1.593159305E2,1.017670654E3
1.594159305E2,1.017672363E3
1.595159305E2,1.017700439E3
1.596159305E2,1.017700439E3
1.597159305E2,1.017716797E3
1.598159305E2,1.017726074E3
1.599159305E2,1.017726074E3
1.600159305E2,1.017704590E3
1.601159305E2,1.017703613E3
1.602159305E2,1.017703613E3
1.603159305E2,1.017677246E3
1.604159305E2,1.017670654E3
1.605159305E2,1.017670654E3
1.606159305E2,1.017680908E3
1.607159305E2,1.017671875E3
1.608159305E2,1.017671875E3
1.609159305E2,1.017665039E3
1.610159305E2,1.017652832E3
1.611159305E2,1.017654297E3
1.612159305E2,1.017666504E3
1.613159305E2,1.017670898E3
1.614159305E2,1.017672363E3
1.615159305E2,1.017687256E3
1.616159305E2,1.017677490E3
1.617159305E2,1.017681641E3
1.618159305E2,1.017680908E3
1.619159305E2,1.017684570E3
1.620159305E2,1.017682617E3
1.621159305E2,1.017708252E3
1.622159305E2,1.017693359E3
1.623159305E2,1.017710938E3
1.624159305E2,1.017729492E3
1.625159305E2,1.017716797E3
1.626159305E2,1.017728760E3
1.627159305E2,1.017726562E3
1.628159305E2,1.017723145E3
1.629159305E2,1.017724365E3
1.630159305E2,1.017718750E3
1.631159305E2,1.017721191E3
1.632159305E2,1.017724365E3
1.633159305E2,1.017705078E3
1.634159305E2,1.017723145E3
1.635159305E2,1.017693359E3
1.636159305E2,1.017706055E3
1.637159305E2,1.017693848E3
1.638159305E2,1.017687256E3
1.639159305E2,1.017713135E3
1.640159305E2,1.017728760E3
1.641159305E2,1.017742920E3
1.642159305E2,1.017728027E3
1.643159305E2,1.017748291E3
1.644159305E2,1.017748291E3
1.645159305E2,1.017756104E3
1.646159305E2,1.017799072E3
1.647159305E2,1.017799072E3
1.648159305E2,1.017819824E3
1.649159305E2,1.017822998E3
1.650159305E2,1.017822998E3
1.651159305E2,1.017800781E3
1.652159305E2,1.017794678E3
1.653159305E2,1.017794678E3
1.654159305E2,1.017800293E3
1.655159305E2,1.017806152E3
1.656159305E2,1.017806152E3
1.657159305E2,1.017829834E3
1.658159305E2,1.017836914E3
1.659159305E2,1.017836914E3
1.660159305E2,1.017844727E3
1.661159305E2,1.017827148E3
1.662159305E2,1.017827148E3
1.663159305E2,1.017826904E3
1.664159305E2,1.017825195E3
1.665159305E2,1.017816406E3
1.666159305E2,1.017816162E3
1.667159305E2,1.017800293E3
1.668159305E2,1.017823242E3
1.669159305E2,1.017811768E3
1.670159305E2,1.017809082E3
1.671159305E2,1.017801025E3
1.672159305E2,1.017820312E3
1.673159305E2,1.017843506E3
1.674159305E2,1.017845703E3
1.675159305E2,1.017841797E3
1.676159305E2,1.017838623E3
1.677159305E2,1.017850342E3
1.678159305E2,1.017857910E3
1.679159305E2,1.017867432E3
1.680159305E2,1.017870117E3
1.681159305E2,1.017880127E3
1.682159305E2,1.017885498E3
1.683159305E2,1.017868164E3
1.684159305E2,1.017862305E3
1.685159305E2,1.017860107E3
1.686159305E2,1.017855957E3
1.687159305E2,1.017865723E3
1.688159305E2,1.017861572E3
1.689159305E2,1.017852295E3
1.690159305E2,1.017842773E3
1.691159305E2,1.017823975E3
1.692159305E2,1.017830322E3
1.693159305E2,1.017849365E3
1.694159305E2,1.017816895E3
1.695159305E2,1.017816895E3
1.696159305E2,1.017833008E3
1.697159305E2,1.017823486E3
1.698159305E2,1.017823486E3
1.699159305E2,1.017813965E3
1.700159305E2,1.017830811E3
1.701159305E2,1.017830811E3
1.702159305E2,1.017855713E3
1.703159305E2,1.017877441E3
1.704159305E2,1.017877441E3
1.705159305E2,1.017873291E3
1.706159305E2,1.017865234E3
1.707159305E2,1.017865234E3
1.708159305E2,1.017859375E3
1.709159305E2,1.017871094E3
1.710159305E2,1.017871094E3
1.711159305E2,1.017860352E3
1.712159305E2,1.017877441E3
1.713159305E2,1.017877441E3
1.714159305E2,1.017886719E3
1.715159305E2,1.017890137E3
1.716159305E2,1.017867920E3
1.717159305E2,1.017873779E3
1.718159305E2,1.017873779E3
1.719159305E2,1.017869141E3
1.720159305E2,1.017869873E3
1.721159305E2,1.017866943E3
1.722159305E2,1.017861572E3
1.723159305E2,1.017864258E3
1.724159305E2,1.017875977E3
1.725159305E2,1.017893799E3
1.726159305E2,1.017859863E3
1.727159305E2,1.017856201E3
1.728159305E2,1.017846680E3
1.729159305E2,1.017862305E3
1.730159305E2,1.017884033E3
1.731159305E2,1.017891113E3
1.732159305E2,1.017888916E3
1.733159305E2,1.017885010E3
1.734159305E2,1.017885742E3
1.735159305E2,1.017882080E3
1.736159305E2,1.017885742E3
1.737159305E2,1.017871094E3
1.738159305E2,1.017873047E3
1.739159305E2,1.017871338E3
1.740159305E2,1.017873291E3
1.741159305E2,1.017885986E3
1.742159305E2,1.017873047E3
1.743159305E2,1.017872559E3
1.744159305E2,1.017846436E3
1.745159305E2,1.017837891E3
1.746159305E2,1.017813721E3
1.747159305E2,1.017817871E3
1.748159305E2,1.017805176E3
1.749159305E2,1.017805176E3
1.750159305E2,1.017794922E3
1.751159305E2,1.017818848E3
1.752159305E2,1.017818848E3
1.753159305E2,1.017809814E3
1.754159305E2,1.017815186E3
1.755159305E2,1.017815186E3
1.756159305E2,1.017822998E3
1.757159305E2,1.017840820E3
1.758159305E2,1.017840820E3
1.759159305E2,1.017854492E3
1.760159305E2,1.017864014E3
1.761159305E2,1.017864014E3
1.762159305E2,1.017859619E3
1.763159305E2,1.017872559E3
1.764159305E2,1.017872559E3
1.765159305E2,1.017850586E3
1.766159305E2,1.017855957E3
1.767159305E2,1.017853027E3
1.768159308E2,1.017864746E3
1.769159308E2,1.017889404E3
1.770159308E2,1.017884277E3
1.771159308E2,1.017884033E3
1.772159308E2,1.017906006E3
1.773159308E2,1.017914307E3
1.774159308E2,1.017913086E3
1.775159308E2,1.017895996E3
1.776159308E2,1.017906006E3
1.777159308E2,1.017933350E3
1.778159308E2,1.017948486E3
1.779159308E2,1.017949951E3
1.780159308E2,1.017958496E3
1.781159308E2,1.017939941E3
1.782159308E2,1.017950439E3
1.783159308E2,1.017965088E3
1.784159308E2,1.017960693E3
1.785159308E2,1.017968018E3
1.786159308E2,1.017963135E3
1.787159308E2,1.017956299E3
1.788159308E2,1.017958740E3
1.789159308E2,1.017953857E3
1.790159308E2,1.017930176E3
1.791159308E2,1.017899414E3
1.792159308E2,1.017869141E3
1.793159308E2,1.017837646E3
1.794159308E2,1.017809570E3
1.795159308E2,1.017799316E3
1.796159308E2,1.017782227E3
1.797159308E2,1.017772461E3
1.798159305E2,1.017749268E3
1.799159305E2,1.017747314E3
