"Time (s)","Pressure (hPa)"
1.739141916E2,1.017970703E3
1.740141916E2,1.017970703E3
1.741141916E2,1.017948975E3
1.742141916E2,1.017955811E3
1.743141916E2,1.017955811E3
1.744141916E2,1.017937744E3
1.745141925E2,1.017922363E3
1.746141925E2,1.017946045E3
1.747141925E2,1.017921875E3
1.748141925E2,1.017906006E3
1.749141925E2,1.017916260E3
1.750141925E2,1.017932129E3
1.751141925E2,1.017950195E3
1.752141925E2,1.017968506E3
1.753141925E2,1.017957031E3
1.754141925E2,1.017941895E3
1.755141925E2,1.017950439E3
1.756141925E2,1.017963867E3
1.757141925E2,1.017952637E3
1.758141925E2,1.017949707E3
1.759141925E2,1.017907959E3
1.760141925E2,1.017900391E3
1.761141925E2,1.017927246E3
1.762141928E2,1.017943359E3
1.763141928E2,1.017942871E3
1.764141928E2,1.017927490E3
1.765141928E2,1.017964600E3
1.766141928E2,1.017973389E3
1.767141928E2,1.017960938E3
1.768141928E2,1.017944092E3
1.769141928E2,1.017958496E3
1.770141928E2,1.017960449E3
1.771141928E2,1.017978027E3
1.772141928E2,1.017968750E3
1.773141928E2,1.017960938E3
1.774141928E2,1.017971924E3
1.775141928E2,1.017943115E3
1.776141928E2,1.017935791E3
1.777141919E2,1.017945312E3
1.778141919E2,1.017963379E3
1.779141919E2,1.017963379E3
1.780141919E2,1.017974121E3
1.781141919E2,1.017940918E3
1.782141919E2,1.017940918E3
1.783141919E2,1.017958008E3
1.784141919E2,1.017956543E3
1.785141919E2,1.017956543E3
1.786141919E2,1.017951660E3
1.787141919E2,1.017944336E3
1.788141919E2,1.017944336E3
1.789141919E2,1.017967041E3
1.790141919E2,1.017925293E3
1.791141919E2,1.017925293E3
1.792141916E2,1.017978027E3
1.793141916E2,1.017979004E3
1.794141916E2,1.017979004E3
1.795141916E2,1.017959229E3
1.796141916E2,1.017965332E3
1.797141916E2,1.017965332E3
1.798141916E2,1.017953369E3
1.799141916E2,1.017954590E3
1.800141916E2,1.017954102E3
